Name,Year,Population total,Median Age,Total Housing Units,Vacant Housing Units,Occupied Housing Units,Real Median Income,Household size,Vacant units per person
"Wetzel County, West Virginia",2015,16157,46,8154,1629,6525,39096,2.47616858238,0.100823172619
"Wexford County, Michigan",2009,31624,39.8,16342,3745,12597,40232,2.51043899341,0.118422716924
"Wexford County, Michigan",2012,32694,40.8,16740,4435,12305,40660,2.65696871191,0.135651801554
"Wexford County, Michigan",2015,32751,41.7,16690,4017,12673,41534,2.5843131066,0.122652743428
"Wharton County, Texas",2009,40919,36.7,17398,2400,14998,42695,2.72829710628,0.0586524597375
"Wharton County, Texas",2012,41153,37.3,17154,2516,14638,40988,2.81138133625,0.0611377056351
"Wharton County, Texas",2015,41264,37.3,17288,2547,14741,45176,2.79926734957,0.0617245056223
"Whatcom County, Washington",2009,192886,35.8,86230,10455,75775,47812,2.54550973276,0.0542030007362
"Whatcom County, Washington",2012,201404,36.5,90559,11315,79244,51639,2.54156781586,0.056180612103
"Whatcom County, Washington",2015,207100,36.5,91911,12144,79767,53145,2.596311758,0.0586383389667
"Wheatland County, Montana",2009,2018,51.3,1371,473,898,30375,2.24721603563,0.234390485629
"Wheatland County, Montana",2012,2142,48.5,1307,512,795,31496,2.69433962264,0.239028944911
"Wheatland County, Montana",2015,2115,46.5,1343,458,885,32723,2.38983050847,0.216548463357
"Wheeler County, Georgia",2009,6819,37.6,2155,375,1780,35625,3.8308988764,0.0549934007919
"Wheeler County, Georgia",2012,7572,36.6,2612,584,2028,27601,3.73372781065,0.0771262546223
"Wheeler County, Georgia",2015,7956,38.4,2590,578,2012,27620,3.95427435388,0.0726495726496
"Wheeler County, Nebraska",2009,741,44.1,553,227,326,42955,2.27300613497,0.306342780027
"Wheeler County, Nebraska",2012,725,47.3,581,252,329,39602,2.20364741641,0.347586206897
"Wheeler County, Nebraska",2015,847,47.8,563,174,389,46394,2.17737789203,0.205430932704
"Wheeler County, Oregon",2009,1346,55,878,250,628,32339,2.14331210191,0.18573551263
"Wheeler County, Oregon",2012,1287,56,882,256,626,36357,2.05591054313,0.198912198912
"Wheeler County, Oregon",2015,1348,56.5,935,264,671,33487,2.00894187779,0.195845697329
"Wheeler County, Texas",2009,4763,41.5,2568,481,2087,40603,2.28222328701,0.100986773042
"Wheeler County, Texas",2012,5414,40.5,2715,361,2354,49615,2.29991503823,0.0666789804211
"Wheeler County, Texas",2015,5618,39,2709,416,2293,52221,2.45006541648,0.0740477038092
"White County, Arkansas",2009,73838,35.7,30154,2396,27758,38417,2.66006196412,0.0324494162897
"White County, Arkansas",2012,77007,36.1,32356,2717,29639,41410,2.59816458045,0.0352825067851
"White County, Arkansas",2015,78660,36.2,32970,3566,29404,42554,2.67514623861,0.0453343503687
"White County, Georgia",2009,24702,41.3,11804,2127,9677,42295,2.55265061486,0.0861063881467
"White County, Georgia",2012,27141,43.2,15765,3611,12154,40720,2.23309198618,0.133045945249
"White County, Georgia",2015,27791,43.9,16001,4685,11316,40888,2.45590314599,0.168579756036
"White County, Illinois",2009,14772,43.5,7647,925,6722,40070,2.19756024993,0.0626184673707
"White County, Illinois",2012,14686,44.5,7202,945,6257,43151,2.34713121304,0.0643469971401
"White County, Illinois",2015,14464,44.5,7129,958,6171,44648,2.34386647221,0.0662334070796
"White County, Indiana",2009,23840,40.9,12910,2878,10032,43979,2.37639553429,0.12072147651
"White County, Indiana",2012,24612,42.2,12969,3368,9601,48940,2.56348297052,0.136843816025
"White County, Indiana",2015,24388,42,12964,3451,9513,52154,2.56364974246,0.14150401837
"White County, Tennessee",2009,24897,40.6,10704,1389,9315,32678,2.67278582931,0.0557898541993
"White County, Tennessee",2012,25863,41.4,11465,1730,9735,34717,2.65670261941,0.06689092526
"White County, Tennessee",2015,26252,42.5,11572,1841,9731,34901,2.69777001336,0.0701279902484
"White Pine County, Nevada",2009,9060,41.9,4503,903,3600,46148,2.51666666667,0.0996688741722
"White Pine County, Nevada",2012,9967,42,4495,1016,3479,46505,2.86490370796,0.101936390087
"White Pine County, Nevada",2015,9974,39.4,4453,1266,3187,57122,3.12958895513,0.126930018047
"Whiteside County, Illinois",2009,59059,41.1,25608,1777,23831,43719,2.47824262515,0.0300885555123
"Whiteside County, Illinois",2012,58400,42,25742,2352,23390,46193,2.4967935015,0.0402739726027
"Whiteside County, Illinois",2015,57525,42.7,25750,2202,23548,47401,2.44288262273,0.0382790091265
"Whitfield County, Georgia",2009,92292,33.2,35149,3697,31452,42783,2.93437619229,0.0400576431327
"Whitfield County, Georgia",2012,102152,34,39599,5126,34473,41832,2.96324659879,0.0501801237372
"Whitfield County, Georgia",2015,103456,34.8,39731,5156,34575,40596,2.992219812,0.049837612125
"Whitley County, Indiana",2009,32504,38.4,13908,898,13010,51376,2.49838585703,0.0276273689392
"Whitley County, Indiana",2012,33234,40,14267,1181,13086,50568,2.5396607061,0.035535896973
"Whitley County, Indiana",2015,33330,41,14421,1269,13152,54389,2.53421532847,0.0380738073807
"Whitley County, Kentucky",2009,38257,36.7,16124,2442,13682,27189,2.79615553282,0.0638314556813
"Whitley County, Kentucky",2012,35756,37.9,15218,1888,13330,29876,2.68237059265,0.0528023268822
"Whitley County, Kentucky",2015,35794,37.1,15180,2070,13110,31014,2.73028222731,0.0578309213835
"Whitman County, Washington",2009,41793,23.6,18364,2783,15581,32403,2.68230537193,0.0665900988204
"Whitman County, Washington",2012,44997,24.1,19308,2884,16424,34169,2.73971018022,0.0640931617663
"Whitman County, Washington",2015,46737,24.2,19708,2309,17399,36631,2.68618886143,0.0494041123735
"Wibaux County, Montana",2009,922,47.8,566,145,421,32154,2.19002375297,0.15726681128
"Wibaux County, Montana",2012,899,50.2,531,153,378,45625,2.37830687831,0.170189098999
"Wibaux County, Montana",2015,986,51.2,558,110,448,38553,2.20089285714,0.111561866126
"Wichita County, Kansas",2009,2177,35.8,1116,243,873,40450,2.49369988545,0.111621497474
"Wichita County, Kansas",2012,2239,38.3,1049,141,908,51098,2.46585903084,0.0629745422063
"Wichita County, Kansas",2015,2204,35.7,868,87,781,57171,2.82202304738,0.0394736842105
"Wichita County, Texas",2009,128464,33.1,55792,6624,49168,42999,2.61275626424,0.0515630838211
"Wichita County, Texas",2012,131019,34.1,55632,7497,48135,45589,2.72190713618,0.0572207084469
"Wichita County, Texas",2015,131957,34,55897,7956,47941,45543,2.75248743247,0.0602923679684
"Wicomico County, Maryland",2009,92827,35.9,40056,3794,36262,51352,2.55989741327,0.0408717291305
"Wicomico County, Maryland",2012,98940,35.6,41140,4622,36518,50639,2.70934881428,0.0467151809177
"Wicomico County, Maryland",2015,101182,35.5,41685,4696,36989,52278,2.73546189408,0.0464114170505
"Wilbarger County, Texas",2009,13725,35.9,6451,1221,5230,36338,2.62428298279,0.0889617486339
"Wilbarger County, Texas",2012,13451,37.8,6319,1194,5125,42271,2.62458536585,0.088766634451
"Wilbarger County, Texas",2015,13158,37.6,6280,1068,5212,41630,2.52455871067,0.0811673506612
"Wilcox County, Alabama",2009,12552,35.5,6443,2077,4366,22006,2.87494273935,0.165471637986
"Wilcox County, Alabama",2012,11706,38.8,5680,2056,3624,24212,3.23013245033,0.175636425765
"Wilcox County, Alabama",2015,11235,40.2,5616,1773,3843,23750,2.92349726776,0.157810413885
"Wilcox County, Georgia",2009,8721,39,3404,785,2619,28863,3.32989690722,0.0900126132324
"Wilcox County, Georgia",2012,9142,39.7,3517,860,2657,31509,3.4407226195,0.0940713191862
"Wilcox County, Georgia",2015,8972,39.4,3500,758,2742,32043,3.27206418673,0.0844850646456
"Wilkes County, Georgia",2009,10292,43.5,5217,1154,4063,32074,2.53310361802,0.112125923047
"Wilkes County, Georgia",2012,10398,44.2,5158,1068,4090,28224,2.54229828851,0.102712060012
"Wilkes County, Georgia",2015,9991,44.4,5160,1154,4006,32727,2.49400898652,0.115503953558
"Wilkes County, North Carolina",2009,66563,40,30942,4328,26614,34154,2.50105207785,0.0650211078227
"Wilkes County, North Carolina",2012,69265,42.4,32957,5006,27951,32009,2.47808665164,0.0722731538295
"Wilkes County, North Carolina",2015,68946,43.7,33017,5595,27422,33232,2.51425862446,0.0811504655818
"Wilkin County, Minnesota",2009,6455,43.5,3016,393,2623,49327,2.4609226077,0.0608830364059
"Wilkin County, Minnesota",2012,6584,42.8,3084,405,2679,52970,2.45763344532,0.0615127582017
"Wilkin County, Minnesota",2015,6526,43.7,3069,293,2776,51476,2.35086455331,0.044897333742
"Wilkinson County, Georgia",2009,10044,37.8,4591,869,3722,36353,2.69854916711,0.0865193150139
"Wilkinson County, Georgia",2012,9577,40.5,4485,1159,3326,40331,2.87943475646,0.12101910828
"Wilkinson County, Georgia",2015,9386,41.6,4444,1131,3313,38485,2.83308179897,0.120498614958
"Wilkinson County, Mississippi",2009,10200,35.4,5422,1719,3703,25478,2.75452335944,0.168529411765
"Wilkinson County, Mississippi",2012,9778,36.2,5052,1555,3497,35960,2.79611095224,0.15903047658
"Wilkinson County, Mississippi",2015,9345,36.8,5047,1838,3209,29931,2.91212215644,0.196682718031
"Will County, Illinois",2009,664361,34.3,226543,13914,212629,74118,3.12450794576,0.0209434328626
"Will County, Illinois",2012,677669,35.5,237175,15083,222092,76352,3.05129856096,0.0222571786521
"Will County, Illinois",2015,683995,36.6,239232,15592,223640,76101,3.05846449651,0.0227954882711
"Willacy County, Texas",2009,20364,31.2,7206,1513,5693,22747,3.57702441595,0.0742977803968
"Willacy County, Texas",2012,21983,31.9,7041,1659,5382,26369,4.0845410628,0.0754674066324
"Willacy County, Texas",2015,22002,32.3,7102,1549,5553,26495,3.962182604,0.0704026906645
"Williams County, North Dakota",2009,19644,40.9,9766,946,8820,52139,2.22721088435,0.0481571981267
"Williams County, North Dakota",2012,23287,37.6,10884,1142,9742,69617,2.39037158694,0.0490402370421
"Williams County, North Dakota",2015,29619,32.6,14683,2601,12082,88013,2.45149809634,0.0878152537223
"Williams County, Ohio",2009,38204,39.7,17005,1545,15460,44734,2.47115135834,0.0404407915402
"Williams County, Ohio",2012,37779,40.6,16668,1635,15033,43176,2.51307124326,0.0432780115937
"Williams County, Ohio",2015,37386,41.6,16564,1414,15150,42492,2.46772277228,0.0378216444658
"Williamsburg County, South Carolina",2009,34920,39.1,15978,4223,11755,25948,2.9706507869,0.120933562428
"Williamsburg County, South Carolina",2012,34361,40.6,15371,4030,11341,25174,3.02980336831,0.117284130264
"Williamsburg County, South Carolina",2015,33238,41,15220,3335,11885,28297,2.79663441313,0.100336963716
"Williamsburg city, Virginia",2009,12330,21.9,4672,842,3830,41236,3.21932114883,0.0682887266829
"Williamsburg city, Virginia",2012,14207,24.1,5161,880,4281,50865,3.31861714553,0.061941296544
"Williamsburg city, Virginia",2015,14754,24.6,5020,482,4538,48639,3.25121198766,0.0326691066829
"Williamson County, Illinois",2009,64212,39.6,29657,3388,26269,39286,2.44440214702,0.0527627234785
"Williamson County, Illinois",2012,66335,40.4,30345,3532,26813,41596,2.47398649909,0.0532448933444
"Williamson County, Illinois",2015,67121,41,30688,3892,26796,44453,2.50488878937,0.0579848333606
"Williamson County, Tennessee",2009,165526,38.1,60656,3166,57490,88358,2.87921377631,0.0191269045346
"Williamson County, Tennessee",2012,184225,38.5,68522,3576,64946,91146,2.8365873187,0.0194110462749
"Williamson County, Tennessee",2015,199456,38.9,72301,2823,69478,96565,2.87077923947,0.0141534975132
"Williamson County, Texas",2009,372438,34.1,132621,8589,124032,69406,3.00275735294,0.0230615565544
"Williamson County, Texas",2012,426296,34.4,161794,10442,151352,70849,2.81658650034,0.0244947172856
"Williamson County, Texas",2015,473592,35.2,172113,10320,161793,73750,2.92714765163,0.0217909086302
"Wilson County, Kansas",2009,9668,43.6,5020,918,4102,37985,2.35689907362,0.0949524203558
"Wilson County, Kansas",2012,9368,44.1,4697,920,3777,40414,2.48027535081,0.0982066609735
"Wilson County, Kansas",2015,9061,43.8,4663,894,3769,40306,2.40408596445,0.0986646065556
"Wilson County, North Carolina",2009,76765,38.3,33968,3569,30399,38712,2.52524754104,0.0464925421742
"Wilson County, North Carolina",2012,81020,38.8,35428,3496,31932,38398,2.53726669172,0.0431498395458
"Wilson County, North Carolina",2015,81581,39.9,35671,3668,32003,39847,2.54916726557,0.0449614493571
"Wilson County, Tennessee",2009,106472,38.4,42562,2413,40149,61179,2.65192159207,0.0226632354046
"Wilson County, Tennessee",2012,114618,39.3,45702,3124,42578,61353,2.69195359106,0.0272557538955
"Wilson County, Tennessee",2015,122445,40.1,48065,3537,44528,61070,2.74984279554,0.0288864388093
"Wilson County, Texas",2009,39033,38.5,12962,1304,11658,59347,3.34817292846,0.0334076294418
"Wilson County, Texas",2012,42999,39.8,16568,1446,15122,62870,2.84347308557,0.0336286890393
"Wilson County, Texas",2015,45509,40.4,16931,1454,15477,68100,2.94042773147,0.0319497242304
"Winchester city, Virginia",2009,25977,37.4,11546,1534,10012,44708,2.5945864962,0.0590522385187
"Winchester city, Virginia",2012,26330,35.6,11866,1412,10454,45959,2.51865314712,0.0536270413976
"Winchester city, Virginia",2015,27168,37,11903,1295,10608,45363,2.56108597285,0.0476663722026
"Windham County, Connecticut",2009,116579,38,46832,4179,42653,57427,2.73319578928,0.0358469364122
"Windham County, Connecticut",2012,118046,39.4,48996,5087,43909,58489,2.68842378556,0.043093370381
"Windham County, Connecticut",2015,117470,40.4,49176,4900,44276,59392,2.65313036408,0.0417127777305
"Windham County, Vermont",2009,43627,43.6,28344,9701,18643,46465,2.34012766186,0.222362298577
"Windham County, Vermont",2012,44310,44.9,29631,10377,19254,51113,2.3013399813,0.234190927556
"Windham County, Vermont",2015,43858,45.8,29861,10804,19057,51045,2.30141155481,0.246340462401
"Windsor County, Vermont",2009,56921,44.5,33345,8947,24398,51066,2.33301909993,0.157182762074
"Windsor County, Vermont",2012,56607,45.5,34106,9206,24900,53124,2.27337349398,0.16263006342
"Windsor County, Vermont",2015,56150,46.8,34132,9625,24507,52965,2.29118211123,0.171415850401
"Winkler County, Texas",2009,6583,36,3244,657,2587,40074,2.54464630847,0.0998025216467
"Winkler County, Texas",2012,7137,34.4,3036,364,2672,47167,2.67103293413,0.0510018214936
"Winkler County, Texas",2015,7576,33,3006,378,2628,55756,2.88280060883,0.0498944033791
"Winn Parish, Louisiana",2009,15531,38.5,7845,2041,5804,30514,2.67591316334,0.131414590174
"Winn Parish, Louisiana",2012,15233,39.9,7249,1780,5469,33853,2.78533552752,0.116851572244
"Winn Parish, Louisiana",2015,14855,41.3,7243,1730,5513,31087,2.69454017776,0.116459104679
"Winnebago County, Illinois",2009,295803,37.2,124321,13177,111144,46882,2.66143921399,0.0445465394198
"Winnebago County, Illinois",2012,294433,38.4,125928,12809,113119,47573,2.60286070421,0.0435039550594
"Winnebago County, Illinois",2015,290439,39.2,125720,11808,113912,48225,2.54967869935,0.0406556970655
"Winnebago County, Iowa",2009,10835,43.3,5188,517,4671,39694,2.3196317705,0.0477157360406
"Winnebago County, Iowa",2012,10800,43.8,5189,549,4640,46438,2.3275862069,0.0508333333333
"Winnebago County, Iowa",2015,10614,43.2,5179,599,4580,47668,2.31746724891,0.0564348973054
"Winnebago County, Wisconsin",2009,161386,36.9,71202,5456,65746,50554,2.45468925866,0.0338071456012
"Winnebago County, Wisconsin",2012,166984,37.8,73264,6032,67232,51603,2.48369823893,0.0361232213865
"Winnebago County, Wisconsin",2015,169004,37.7,74023,5084,68939,52018,2.45150060198,0.0300821282337
"Winneshiek County, Iowa",2009,20764,39.5,8695,761,7934,49645,2.61709100076,0.0366499711038
"Winneshiek County, Iowa",2012,21033,40.2,8726,737,7989,52827,2.63274502441,0.0350401749632
"Winneshiek County, Iowa",2015,20884,40.6,8777,529,8248,54429,2.53200775946,0.0253303964758
"Winona County, Minnesota",2009,49558,33.5,21006,1516,19490,42941,2.5427398666,0.0305904193067
"Winona County, Minnesota",2012,51481,33.1,20812,1558,19254,46900,2.67378207126,0.0302635923933
"Winona County, Minnesota",2015,51213,33.9,20886,1818,19068,50547,2.68580868471,0.035498799133
"Winston County, Alabama",2009,24190,41.2,12922,3546,9376,29818,2.57999146758,0.146589499793
"Winston County, Alabama",2012,24432,43.1,13432,3888,9544,32830,2.55993294216,0.159135559921
"Winston County, Alabama",2015,24130,43.9,13416,4010,9406,33194,2.56538379758,0.166183174472
"Winston County, Mississippi",2009,19543,38,8827,1314,7513,30406,2.60122454412,0.0672363506115
"Winston County, Mississippi",2012,19160,39.4,8736,1295,7441,32094,2.57492272544,0.0675887265136
"Winston County, Mississippi",2015,18697,40.5,8755,1091,7664,33202,2.43958768267,0.0583516072097
"Wirt County, West Virginia",2009,5696,41.7,3451,919,2532,33668,2.24960505529,0.161341292135
"Wirt County, West Virginia",2012,5769,43.9,3232,929,2303,36602,2.50499348676,0.161033107991
"Wirt County, West Virginia",2015,5841,45,3243,813,2430,39352,2.4037037037,0.139188495121
"Wise County, Texas",2009,57615,37.3,21024,2875,18149,55703,3.1745550719,0.0499001996008
"Wise County, Texas",2012,59351,38.5,23634,3282,20352,55492,2.91622444969,0.0552981415646
"Wise County, Texas",2015,61243,39.3,23917,2849,21068,56897,2.90692044807,0.0465196022403
"Wise County, Virginia",2009,41715,38,18416,2246,16170,32324,2.57977736549,0.0538415438092
"Wise County, Virginia",2012,41361,39.5,17935,2262,15673,35120,2.63899700121,0.054689199971
"Wise County, Virginia",2015,40530,39.8,17851,2597,15254,37407,2.6570079979,0.0640759930915
"Wolfe County, Kentucky",2009,7080,37.9,3473,1051,2422,20960,2.92320396367,0.148446327684
"Wolfe County, Kentucky",2012,7298,41.3,3642,956,2686,21168,2.71705137751,0.130994793094
"Wolfe County, Kentucky",2015,7261,41.8,3652,734,2918,20504,2.48834818369,0.101088004407
"Wood County, Ohio",2009,124975,34.4,51980,3738,48242,52818,2.59058496746,0.0299099819964
"Wood County, Ohio",2012,126254,35.1,53366,4577,48789,53441,2.58775543668,0.0362523167583
"Wood County, Ohio",2015,128885,34.8,53726,3635,50091,53577,2.57301710886,0.0282034371727
"Wood County, Texas",2009,42104,44,18711,4041,14670,39480,2.87007498296,0.0959766292989
